timestamp,open,high,low,close,volume,turnover,SMA_20,EMA_20,BBM_20_2.0,BBU_20_2.0,BBL_20_2.0,RSI_14
2025-05-15 09:00:00,102216.9,102216.9,101450.0,101769.0,4228.097,430248433.2701,,101769.0,,,,
2025-05-15 10:00:00,101769.0,101882.4,101550.2,101754.0,1876.75,190887157.6315,,101767.57142857143,,,,0.0
2025-05-15 11:00:00,101754.0,102377.9,101734.7,102322.9,3148.028,321547408.4626,,101820.45986394558,,,,97.76593916480493
2025-05-15 12:00:00,102322.9,102800.0,102207.5,102519.9,5505.976,564605924.8818,,101887.07321023649,,,,98.39349030865898
2025-05-15 13:00:00,102519.9,102750.0,101500.0,102098.9,6558.582,669919790.7948,,101907.24719021397,,,,58.12962699762512
2025-05-15 14:00:00,102098.9,102360.9,101333.0,101960.0,7848.305,799378843.5435,,101912.27126733644,,,,50.294631306616374
2025-05-15 15:00:00,101960.0,103200.0,101888.1,103191.8,8704.532,893223551.0872,,102034.13114663774,,,,79.10836439158494
2025-05-15 16:00:00,103191.8,103775.0,102978.0,103775.0,7050.25,728357297.4577,,102199.92818029129,,,,84.13310282229627
2025-05-15 17:00:00,103775.0,104203.9,103599.4,103925.0,5405.922,561684061.6603,,102364.22073454926,,,,85.19019306487274
2025-05-15 18:00:00,103925.0,103979.9,102600.0,102646.2,6852.768,707469086.7605,,102391.07590268743,,,,51.463270558888404
2025-05-15 19:00:00,102646.2,103192.8,102500.0,103100.0,5168.29,531682369.6137,,102458.59248338387,,,,58.2337894805059
2025-05-15 20:00:00,103100.0,103451.3,102836.5,103392.0,3176.18,327767849.9399,,102547.4884373473,,,,62.15341365410611
2025-05-15 21:00:00,103392.0,103392.0,102653.3,103235.8,3083.608,317584038.2883,,102613.0419195047,,,,58.75030685729296
2025-05-15 22:00:00,103235.8,103920.3,103190.0,103444.0,4093.224,424275023.3881,,102692.18078431378,,,,61.95411081133911
2025-05-15 23:00:00,103444.0,103865.3,103173.2,103710.0,2778.027,287607102.6973,,102789.11594771246,,,,65.86272561014789
2025-05-16 00:00:00,103710.0,103990.9,103600.0,103707.0,1927.115,200020878.9057,,102876.53347650175,,,,65.77479053644603
2025-05-16 01:00:00,103707.0,104078.3,103405.9,104001.9,3960.936,410986995.0306,,102983.71124064444,,,,70.27601698204342
2025-05-16 02:00:00,104001.9,104433.3,103842.8,104150.5,4442.946,462742381.8373,,103094.83397963068,,,,72.38747663463478
2025-05-16 03:00:00,104150.5,104279.5,103942.9,103971.6,1741.569,181261640.6629,,103178.33550538014,,,,65.8860496487414
2025-05-16 04:00:00,103971.6,104138.1,103758.0,103864.7,1463.742,152088100.2459,103127.01,103243.7035524868,103127.01,104741.7784636374,101512.24153636259,62.04402216255813
2025-05-16 05:00:00,103864.7,104100.0,103770.6,103858.8,1683.171,174978222.8321,103231.5,103302.28416653567,103231.5,104743.45091120538,101719.54908879462,61.81447106746801
2025-05-16 06:00:00,103858.8,104057.0,103818.2,103947.0,1078.246,112076245.6668,103341.15,103363.68567448466,103341.15,104713.58160696244,101968.71839303755,64.10520863524023
2025-05-16 07:00:00,103947.0,104152.8,103653.1,103665.0,2014.783,209269957.1691,103408.255,103392.3822769147,103408.255,104699.9234102354,102116.58658976461,52.48880611988442
2025-05-16 08:00:00,103665.0,103728.0,103042.2,103342.2,4514.866,466522128.1711,103449.37,103387.60301244662,103449.37,104672.50784410599,102226.232155894,42.35231182616129
2025-05-16 09:00:00,103342.2,103777.1,103342.2,103755.1,2372.654,245802696.0591,103532.18000000001,103422.60272554695,103532.18000000001,104582.37958724648,102481.98041275353,55.13879895208512
2025-05-16 10:00:00,103755.1,103842.8,103583.4,103750.1,1475.8,153084194.3384,103621.685,103453.79294216153,103621.685,104369.2258590136,102874.14414098639,54.96844358583966
2025-05-16 11:00:00,103750.1,103866.0,103511.8,103622.0,2060.992,213609711.1463,103643.19499999999,103469.81266195567,103643.19499999999,104362.89197270891,102923.49802729108,50.36818882749873
2025-05-16 12:00:00,103622.0,103736.8,103424.4,103448.8,1906.332,197417309.0243,103626.885,103467.81145605513,103626.885,104348.78662115875,102904.98337884124,44.55148095841819
2025-05-16 13:00:00,103448.8,104029.8,103365.1,103925.6,3878.487,402206419.8617,103626.91500000001,103511.41036500227,103626.91500000001,104348.86883224608,102904.96116775394,59.43256910602255
2025-05-16 14:00:00,103925.6,103925.6,103279.3,103529.9,4239.371,439207255.8956,103671.1,103513.1712826211,103671.1,104230.1115449331,103112.08845506691,47.281517728157965
2025-05-16 15:00:00,103529.9,104246.1,103529.9,104137.0,4497.006,467476597.0143,103722.95,103572.5835414191,103722.95,104250.40370662422,103195.49629337578,61.2915047138138
2025-05-16 16:00:00,104137.0,104555.0,103802.0,104103.9,5212.959,543044138.9323,103758.54500000001,103623.185108903,103758.54500000001,104288.04131070735,103229.04868929267,60.283668010896584
2025-05-16 17:00:00,104103.9,104369.9,103714.0,103807.6,2878.266,299490290.4487,103787.135,103640.7484318646,103787.135,104256.07252821507,103318.19747178492,51.53152429847131
2025-05-16 18:00:00,103807.6,104046.4,103633.0,103637.9,1273.782,132262825.4745,103796.83,103640.4771526394,103796.83,104243.3807626004,103350.2792373996,47.02026357261542
2025-05-16 19:00:00,103637.9,103996.9,103534.1,103962.0,1926.289,199792968.7751,103809.43000000001,103671.09837619755,103809.43000000001,104259.86896765155,103358.99103234847,55.588070574999904
2025-05-16 20:00:00,103962.0,103972.6,103468.0,103642.6,1803.279,186982917.0946,103806.20999999999,103668.38424513112,103806.20999999999,104260.63513783326,103351.78486216672,46.95365287823373
